,Unnamed: 0,Winner,Reach (inches) Differential,Height (inches) Differential,Significant Strikes Landed per Minute Differential,Significant Striking Accuracy Differential,Significant Strikes Absorbed per Minute Differential,Significant Strike Defence (the percentage of opponents strikes that did not land) Differential,Average Takedowns Landed per 15 minutes Differential,Takedown Accuracy Differential,Takedown Defense (the percentage of opponents TD attempts that did not land) Differential,Average Submissions Attempted per 15 minutes
88,88,0,1.0,3.0,-1.3399999999999994,-0.08000000000000002,-0.10999999999999988,0.010000000000000009,-1.11,-0.20999999999999996,0.2300000000000001,-0.9
89,89,1,3.0,3.0,0.1899999999999995,0.15000000000000002,-4.07,0.11000000000000004,-0.91,-0.45,0.08999999999999997,-0.2
90,90,1,2.0,3.0,-0.8200000000000003,0.10000000000000003,-2.3200000000000003,-0.15999999999999998,0.27,-0.06,-0.18000000000000005,0.8999999999999999
91,91,1,2.0,2.0,2.54,0.08999999999999997,0.9100000000000001,0.010000000000000009,0.24999999999999994,0.29000000000000004,0.09999999999999998,-0.19999999999999998
92,92,0,5.0,2.0,-3.0199999999999996,0.15000000000000008,3.33,-0.21999999999999997,0.0,0.0,0.6,0.2
93,93,0,1.0,4.0,3.18,-0.04999999999999993,1.8499999999999999,0.06000000000000005,1.0499999999999994,0.06,0.050000000000000044,-1.2
94,94,1,1.0,1.0,-2.06,0.19,-4.49,0.08000000000000007,3.7699999999999996,0.36000000000000004,0.29999999999999993,-0.09999999999999998
95,95,1,-2.0,0.0,-3.9499999999999997,0.04999999999999999,-6.949999999999999,0.07,-2.07,-0.12,0.77,0.0
96,96,1,5.0,-1.0,2.6300000000000003,0.16000000000000003,1.6299999999999994,0.11999999999999994,-0.8899999999999999,0.33000000000000007,-0.14,0.19999999999999996
97,97,0,-1.0,0.0,-6.719999999999999,-0.08000000000000002,-0.03000000000000025,-0.14,1.8800000000000003,-0.020000000000000018,-0.2799999999999999,0.5999999999999999
98,98,1,2.0,3.0,2.5599999999999996,0.09000000000000002,-1.7700000000000005,0.20999999999999996,2.95,0.55,-0.61,2.4
99,99,1,3.0,3.0,1.73,0.25,-1.0699999999999998,0.07000000000000006,0.14,1.0,0.12,0.19999999999999998
100,100,0,-2.0,1.0,0.8499999999999996,0.04999999999999999,0.79,0.040000000000000036,-0.9800000000000001,-0.29000000000000004,0.39,-0.20000000000000007
101,101,0,1.0,-2.0,-1.71,-0.009999999999999953,-0.18999999999999995,0.05999999999999994,-1.43,0.2,0.26,-0.8
102,102,1,-5.0,-1.0,-1.08,-0.07,0.16999999999999993,0.0,0.5000000000000001,0.03999999999999998,-0.21000000000000002,0.5000000000000001
103,103,0,2.0,0.0,-1.9500000000000002,-0.23000000000000004,2.71,-0.13,-1.36,0.14,-0.12,-0.09999999999999998
104,104,0,-1.0,2.0,-0.019999999999999574,0.10000000000000003,-0.18000000000000016,-0.019999999999999907,-1.71,-0.050000000000000044,-0.05999999999999994,0.0
105,105,0,-1.0,3.0,1.1199999999999997,0.010000000000000009,0.1299999999999999,-0.10999999999999999,-2.12,-0.06999999999999995,-0.040000000000000036,0.0
106,106,0,-1.0,1.0,-0.3099999999999996,0.020000000000000018,-0.6900000000000004,0.0,0.5900000000000001,0.050000000000000044,-0.039999999999999925,-0.1
107,107,1,-1.0,-2.0,-0.4500000000000002,0.06999999999999995,-2.5399999999999996,-0.030000000000000027,-0.77,-0.18,-0.09000000000000008,0.3
108,108,1,-1.0,2.0,0.27,-0.06999999999999995,0.5699999999999998,-0.03999999999999998,0.22999999999999998,-0.010000000000000009,-0.17000000000000004,1.2
109,109,0,3.0,0.0,-2.6300000000000003,-0.07999999999999996,-0.6599999999999997,-0.06999999999999995,2.71,0.21999999999999997,-0.16000000000000003,0.19999999999999998
110,110,1,0.0,-3.0,-0.4400000000000004,-0.12,-0.06000000000000005,0.010000000000000009,0.7300000000000002,-0.15000000000000002,0.04999999999999993,0.3
111,111,1,-1.0,0.0,-0.75,-0.040000000000000036,-1.3800000000000003,0.19,-2.1,0.07,0.039999999999999925,-0.6
112,112,1,0.0,1.0,0.7199999999999998,0.020000000000000018,-0.6299999999999999,0.11999999999999994,-0.7899999999999999,-0.030000000000000027,0.20000000000000007,-0.10000000000000009
113,113,1,1.0,4.0,-0.33000000000000007,0.0,-1.1,0.26999999999999996,-2.3,-0.31000000000000005,-0.020000000000000018,-0.4
114,114,0,-2.0,1.0,2.6100000000000003,0.040000000000000036,2.8099999999999996,0.03999999999999998,0.28,0.23,0.47,0.09999999999999998
115,115,1,-2.0,-3.0,1.0500000000000003,0.10999999999999999,-1.5599999999999996,0.19999999999999996,-1.38,0.23999999999999994,0.83,-0.7000000000000001
116,116,1,4.0,4.0,-0.4500000000000002,0.09999999999999998,-2.0300000000000002,0.09000000000000008,-1.11,-0.030000000000000027,0.31000000000000005,-0.7
117,117,1,3.0,-1.0,1.69,-0.13000000000000006,0.33999999999999986,-0.15999999999999998,3.04,0.020000000000000018,0.0,0.0
118,118,1,5.0,0.0,1.5699999999999994,0.18999999999999995,-2.5200000000000005,0.24,1.6199999999999999,-0.06999999999999995,0.25,0.6000000000000001
119,119,1,-1.0,-7.0,0.9700000000000002,0.11000000000000004,0.1200000000000001,0.020000000000000018,0.52,0.25,0.41000000000000003,-0.7
120,120,1,3.0,-1.0,0.6099999999999999,0.12,-1.8700000000000006,0.08999999999999997,-0.08999999999999997,0.030000000000000027,0.12,0.3
121,121,1,-2.0,-4.0,-0.4500000000000002,0.19999999999999996,-0.3599999999999999,-0.22000000000000008,4.5600000000000005,-0.49,0.16000000000000003,0.3
122,122,1,-4.0,-2.0,-0.4800000000000004,-0.010000000000000009,1.23,0.039999999999999925,-0.6399999999999997,-0.07,0.29000000000000004,0.9
123,123,0,-3.0,-1.0,-2.6099999999999994,0.040000000000000036,-1.04,-0.09999999999999998,0.39,0.11,-0.4,0.0
124,124,0,2.0,0.0,0.9299999999999997,-0.010000000000000009,-1.42,0.15000000000000002,-1.42,0.38,0.52,-0.3
125,125,0,4.0,5.0,2.3500000000000005,0.19,1.17,0.039999999999999925,-5.8,0.06,-0.19000000000000006,0.0
126,126,0,0.0,0.0,1.0300000000000002,-0.11000000000000004,1.69,-0.06000000000000005,-2.3000000000000003,-0.24,-0.16999999999999993,0.39999999999999997
127,127,0,-3.0,-3.0,-0.1200000000000001,-0.16000000000000003,2.4799999999999995,-0.010000000000000009,0.5700000000000001,-0.14,0.030000000000000027,-1.6999999999999997
128,128,0,8.0,3.0,-1.2700000000000005,-0.07999999999999996,1.0699999999999994,-0.019999999999999907,-0.46,-0.41000000000000003,0.32999999999999996,-0.09999999999999998
129,129,1,-8.0,-1.0,-1.13,0.03999999999999998,-0.8599999999999999,0.010000000000000009,-0.08000000000000007,0.21999999999999997,0.010000000000000009,0.5000000000000001
130,130,0,1.0,2.0,1.3300000000000005,-0.10999999999999999,4.4799999999999995,-0.08999999999999997,-1.57,-0.06000000000000005,0.050000000000000044,0.2
131,131,0,-2.0,-5.0,0.0,0.08000000000000007,0.1200000000000001,-0.04999999999999993,2.26,0.66,0.030000000000000027,0.8
132,132,0,1.0,0.0,1.5299999999999994,-0.27,1.7599999999999998,-0.020000000000000018,-0.76,-0.5,0.38,-0.8
133,133,0,6.0,2.0,-5.430000000000001,-0.09000000000000002,-0.6100000000000003,-0.18,-1.32,-0.63,-0.47000000000000003,1.5
134,134,1,-2.0,2.0,-3.1000000000000005,-0.06,-4.03,0.030000000000000027,2.8199999999999994,-0.07,-0.58,1.3
135,135,0,-1.0,0.0,-0.9199999999999999,-0.07000000000000006,0.3899999999999997,-0.07999999999999996,-1.3900000000000001,-0.15000000000000002,-0.31999999999999995,-0.4
136,136,0,-3.0,-3.0,1.25,0.030000000000000027,3.1599999999999997,-0.09999999999999998,1.83,0.29000000000000004,-0.19000000000000006,0.3
