,Unnamed: 0,Winner,Reach (inches) Differential,Height (inches) Differential,Significant Strikes Landed per Minute Differential,Significant Striking Accuracy Differential,Significant Strikes Absorbed per Minute Differential,Significant Strike Defence (the percentage of opponents strikes that did not land) Differential,Average Takedowns Landed per 15 minutes Differential,Takedown Accuracy Differential,Takedown Defense (the percentage of opponents TD attempts that did not land) Differential,Average Submissions Attempted per 15 minutes
1352,1352,0,2.0,4.0,1.52,0.02999999999999997,0.6099999999999999,0.08999999999999997,-1.8199999999999998,0.14,0.14,0.10000000000000003
1353,1353,1,-5.0,-3.0,-0.41999999999999993,0.04999999999999999,-0.07000000000000028,-0.12000000000000005,1.2000000000000002,0.020000000000000018,-0.030000000000000027,-0.30000000000000004
1354,1354,0,-4.0,-2.0,0.54,0.030000000000000027,-0.54,0.07000000000000006,0.9199999999999997,0.12,-0.18000000000000005,0.19999999999999996
1355,1355,1,1.0,3.0,-1.46,0.07999999999999996,-2.1799999999999997,0.12000000000000005,0.81,0.39,-0.07000000000000006,0.6
1356,1356,1,-4.0,-4.0,-0.050000000000000266,0.06,-1.06,0.09999999999999998,0.74,0.32999999999999996,0.030000000000000027,0.3
1357,1357,1,5.0,4.0,-0.08999999999999986,-0.03999999999999998,0.6299999999999999,-0.21000000000000002,0.6500000000000001,-0.18000000000000005,-0.020000000000000018,0.4
1358,1358,1,-2.0,1.0,0.07000000000000028,0.0,-1.5799999999999996,-0.08000000000000007,0.18999999999999995,0.35,-0.04999999999999999,0.19999999999999996
1359,1359,1,-2.0,-2.0,-0.4500000000000002,-0.16999999999999993,1.3000000000000003,0.020000000000000018,-0.71,-0.04999999999999999,0.020000000000000018,-0.4
1360,1360,1,0.0,-2.0,-2.01,-0.06,-0.15000000000000036,0.04999999999999999,0.25,1.0,0.66,0.0
1361,1361,1,-4.0,0.0,-0.05999999999999961,-0.020000000000000018,0.18000000000000016,0.029999999999999916,0.6199999999999999,0.16999999999999998,-0.010000000000000009,-0.2
1362,1362,0,-1.0,-1.0,-0.5199999999999996,0.009999999999999898,-2.45,0.0,0.6,0.22,-0.06999999999999995,0.39999999999999997
1363,1363,0,0.0,0.0,-1.29,-0.08999999999999997,1.0500000000000003,-0.18,-1.58,0.08000000000000007,-0.67,-0.7
1364,1364,1,0.0,-2.0,0.6000000000000001,-0.020000000000000018,-1.2200000000000002,0.16000000000000003,0.28,-0.33999999999999997,-0.07,-0.3
1365,1365,0,1.0,0.0,1.1700000000000008,-0.03999999999999998,-1.79,0.06999999999999995,0.32999999999999996,-0.04999999999999999,-0.27999999999999997,-0.5
1366,1366,1,-1.0,0.0,-1.98,0.010000000000000009,-1.8599999999999999,0.06999999999999995,-0.33999999999999997,0.019999999999999962,0.08999999999999997,-0.39999999999999997
1367,1367,0,2.0,3.0,0.8599999999999999,-0.13,1.4100000000000001,0.07,-0.9300000000000002,-0.25000000000000006,-0.020000000000000018,-0.7
1368,1368,0,-4.0,-1.0,2.6,0.030000000000000027,1.9300000000000002,0.11000000000000004,-1.8699999999999999,-0.07,0.050000000000000044,-1.2
1369,1369,1,3.0,0.0,0.08999999999999986,-0.13,0.26000000000000023,0.010000000000000009,2.53,0.2,-0.039999999999999925,0.8
1370,1370,1,0.0,0.0,-0.1200000000000001,-0.030000000000000027,-1.2200000000000002,0.039999999999999925,-0.6799999999999997,0.040000000000000036,0.39999999999999997,-1.4
1371,1371,1,-3.0,-2.0,-2.2600000000000002,0.06,-4.5200000000000005,0.020000000000000018,4.4,0.050000000000000044,-0.45999999999999996,0.9
1372,1372,0,2.0,0.0,1.9100000000000001,-0.15999999999999998,5.6899999999999995,-0.26999999999999996,-0.18999999999999995,-0.25,-0.76,0.7999999999999999
1373,1373,1,-3.0,-3.0,4.0600000000000005,0.040000000000000036,3.5700000000000003,-0.10999999999999999,-0.10999999999999999,0.21999999999999997,-0.18999999999999995,-0.2
1374,1374,1,1.0,-1.0,-2.05,0.07,-4.09,0.15999999999999998,4.050000000000001,0.27999999999999997,-0.26000000000000006,0.5
1375,1375,0,3.0,-1.0,0.5499999999999998,0.030000000000000027,-1.3599999999999999,0.07,4.34,0.52,-0.2,-0.39999999999999997
1376,1376,0,3.0,3.0,-3.2800000000000002,0.040000000000000036,-1.6399999999999997,-0.10000000000000003,-1.33,0.08999999999999997,-0.10999999999999999,0.5
1377,1377,0,-2.0,-3.0,1.0699999999999998,-0.15999999999999998,0.2200000000000002,0.14999999999999997,-0.06999999999999984,-0.010000000000000009,0.06000000000000005,-0.6
1378,1378,1,-3.0,-2.0,1.8000000000000003,0.16000000000000003,-0.4900000000000002,0.09000000000000002,-0.41000000000000014,0.09999999999999998,-0.15000000000000002,-0.7000000000000001
1379,1379,0,2.0,0.0,-0.9100000000000001,-0.02999999999999997,0.4900000000000002,-0.010000000000000009,0.75,0.16,0.21999999999999997,-0.3
1380,1380,0,3.0,1.0,-1.8800000000000008,0.09000000000000008,0.4500000000000002,-0.21000000000000002,1.88,0.2,0.32999999999999996,0.30000000000000004
1381,1381,0,2.0,0.0,-0.1200000000000001,-0.04999999999999999,0.29000000000000004,0.0,-0.15000000000000002,0.72,0.050000000000000044,0.0
1382,1382,1,6.0,2.0,-0.7600000000000002,0.20999999999999996,-4.85,0.20000000000000007,0.16000000000000003,-0.2,-0.5,0.8
1383,1383,1,-2.0,-2.0,2.66,0.08999999999999997,-2.63,-0.030000000000000027,1.2,0.46,0.58,0.0
1384,1384,1,-1.0,1.0,-1.5199999999999996,0.020000000000000018,-1.67,-0.019999999999999907,2.9,0.15999999999999998,0.37999999999999995,1.7999999999999998
1385,1385,0,-4.0,1.0,1.7700000000000005,0.050000000000000044,-0.34999999999999964,0.08000000000000002,-1.5,-0.13,-0.47,0.0
1386,1386,0,-2.0,-4.0,4.82,-0.16999999999999993,0.9300000000000002,-0.10999999999999999,-0.71,-0.33,0.12,0.0
1387,1387,0,3.0,0.0,0.6600000000000001,0.08000000000000002,1.7399999999999998,-0.04999999999999993,-1.2899999999999998,0.14,-0.27,0.49999999999999994
1388,1388,1,4.0,0.0,1.8099999999999998,0.20999999999999996,0.13999999999999968,0.22999999999999998,0.20999999999999996,0.3,0.16000000000000003,0.0
1389,1389,0,0.0,2.0,0.79,0.08000000000000002,-0.33999999999999986,0.010000000000000009,0.10999999999999999,-0.78,-0.12,2.0
1390,1390,1,0.0,-2.0,-0.22000000000000064,0.18,0.04999999999999982,0.030000000000000027,0.020000000000000018,-0.010000000000000009,0.030000000000000027,1.3
1391,1391,1,4.0,2.0,0.44999999999999996,0.08999999999999997,-1.1700000000000002,0.09999999999999998,2.5300000000000002,0.10999999999999999,0.09999999999999998,2.0
1392,1392,1,2.0,3.0,1.8900000000000006,0.11000000000000004,-1.2599999999999998,0.0,-0.6100000000000001,0.18999999999999995,-0.12,-0.2
1393,1393,1,2.0,2.0,0.4099999999999997,-0.020000000000000018,-0.05999999999999961,0.09000000000000002,0.3899999999999999,-0.08000000000000002,0.09999999999999998,-0.30000000000000004
1394,1394,0,-1.0,0.0,-2.19,0.06000000000000005,-0.21999999999999975,-0.07,0.11000000000000004,-0.06,-0.18000000000000005,0.0
1395,1395,1,-1.0,-3.0,1.44,0.14000000000000007,-4.590000000000001,0.18,1.58,0.26,0.41999999999999993,0.0
1396,1396,1,0.0,-3.0,0.43000000000000016,-0.04999999999999999,0.9700000000000002,0.040000000000000036,2.92,0.15999999999999998,0.18000000000000005,-0.2
1397,1397,0,-2.0,-7.0,-0.6299999999999999,-0.06000000000000005,0.9900000000000002,-0.13,-0.21,-0.25,-0.6699999999999999,-0.2
1398,1398,1,-1.0,-2.0,-0.52,0.13,-1.6199999999999999,0.0,0.1499999999999999,-0.04999999999999999,-0.7,0.30000000000000004
1399,1399,0,2.0,-1.0,0.6899999999999995,-0.010000000000000009,0.3799999999999999,0.039999999999999925,-0.85,-0.3,-0.09999999999999998,0.0
1400,1400,1,-7.0,-6.0,-0.009999999999999787,-0.020000000000000018,1.5699999999999998,0.15999999999999998,1.51,0.4,0.45,-0.5
1401,1401,1,-1.0,-1.0,2.23,0.15000000000000008,-1.0799999999999996,0.05999999999999994,1.08,-0.07,-0.020000000000000018,-0.39999999999999997
1402,1402,1,4.0,0.0,-0.7000000000000002,-0.020000000000000018,-1.92,0.0,0.8999999999999997,-0.2,-0.42,0.6
1403,1403,0,-4.0,-4.0,-2.1900000000000004,-0.09999999999999998,0.31999999999999984,0.11000000000000004,-2.2099999999999995,-0.09000000000000002,-0.47,-2.3
1404,1404,1,3.0,3.0,-1.3900000000000001,-0.07999999999999996,0.5900000000000003,-0.09999999999999998,0.31000000000000005,0.01999999999999999,-0.33,1.0999999999999999
1405,1405,0,0.0,2.0,0.06000000000000005,-0.02999999999999997,-0.9200000000000004,0.030000000000000027,-0.08000000000000007,-0.12,-0.37,0.2
1406,1406,1,2.0,4.0,0.22999999999999954,0.030000000000000027,-1.7399999999999998,0.0,-1.26,0.24000000000000005,-0.27,0.5
1407,1407,1,-1.0,-4.0,2.3800000000000003,0.19,0.6499999999999999,-0.009999999999999953,5.9799999999999995,0.19,0.35000000000000003,1.1999999999999997
1408,1408,0,-1.0,-1.0,-0.31999999999999984,-0.020000000000000018,1.3300000000000005,-0.14,0.7300000000000001,0.19999999999999996,0.0,0.0
1409,1409,0,1.0,1.0,-0.3500000000000001,0.02999999999999997,1.6599999999999997,-0.040000000000000036,-1.12,-0.24000000000000005,0.21,0.8
1410,1410,1,0.0,-2.0,-1.67,0.03999999999999998,-1.87,-0.010000000000000009,1.6400000000000001,-0.03999999999999998,0.16999999999999998,1.9
1411,1411,1,0.0,1.0,0.6300000000000003,-0.030000000000000027,-0.3500000000000001,0.06999999999999995,1.2799999999999998,0.18999999999999997,0.29000000000000004,-0.8
1412,1412,1,3.0,0.0,0.10000000000000053,-0.010000000000000009,-2.0700000000000003,0.18000000000000005,-1.44,-0.21999999999999997,0.22999999999999998,0.3
1413,1413,1,4.0,1.0,-2.51,0.0,-2.7299999999999995,0.029999999999999916,5.69,0.53,-0.69,0.0
1414,1414,0,-1.0,1.0,2.9099999999999993,0.10000000000000003,1.1999999999999997,-0.06999999999999995,1.08,0.15000000000000002,0.039999999999999925,-0.39999999999999997
1415,1415,0,3.0,0.0,-1.5899999999999999,0.07000000000000006,-1.67,0.11000000000000004,1.5499999999999998,0.24000000000000002,0.13,1.0
1416,1416,0,-2.0,2.0,-1.5099999999999998,0.15000000000000002,-0.4200000000000004,-0.08000000000000007,1.9900000000000002,-0.09000000000000002,-0.21999999999999997,0.4
1417,1417,1,4.0,4.0,-0.31999999999999984,-0.019999999999999962,-1.1800000000000002,-0.06999999999999995,0.75,-0.020000000000000018,-0.15999999999999992,-0.09999999999999998
1418,1418,1,4.0,-1.0,-2.8600000000000003,-0.13,-2.1599999999999997,-0.040000000000000036,3.29,0.43,0.31000000000000005,0.0
1419,1419,1,-1.0,1.0,-4.23,-0.10000000000000003,-2.99,-0.020000000000000018,3.1799999999999997,0.19,-0.18000000000000005,0.5
1420,1420,1,-3.0,2.0,-0.6600000000000001,0.22999999999999998,-1.5699999999999998,0.17000000000000004,-0.26,-0.2,0.08999999999999997,0.1
1421,1421,1,-3.0,-4.0,2.4,0.23000000000000004,-0.8500000000000005,0.22999999999999998,4.68,0.18,0.28,3.8
1422,1422,0,-1.0,-3.0,-1.9100000000000001,-0.02999999999999997,0.7499999999999996,-0.13,-0.75,-0.14999999999999997,-0.3500000000000001,0.1
1423,1423,1,-2.0,1.0,-0.16999999999999993,0.08000000000000002,-0.31000000000000005,0.06000000000000005,0.64,0.13,0.20000000000000007,0.6000000000000001
1424,1424,1,3.0,1.0,1.4300000000000002,0.10999999999999999,-1.65,0.14999999999999997,0.14,0.010000000000000009,-0.15999999999999998,0.2
1425,1425,0,2.0,2.0,-3.1000000000000005,-0.10000000000000009,0.10000000000000009,-0.10999999999999999,-2.66,-0.33999999999999997,-0.28,-1.4000000000000001
1426,1426,1,-5.0,-4.0,-1.58,-0.07,-1.8399999999999999,0.09999999999999998,0.20000000000000007,0.12999999999999995,-0.030000000000000027,0.0
1427,1427,1,2.0,2.0,1.2900000000000005,0.0,1.98,-0.16999999999999993,0.51,0.0,0.22000000000000003,1.7000000000000002
1428,1428,1,-1.0,1.0,-0.3699999999999999,0.2,-0.73,0.04999999999999999,1.14,0.21999999999999997,0.06000000000000005,1.0
1429,1429,1,-7.0,-2.0,0.5800000000000001,-0.010000000000000009,1.1799999999999997,0.12,1.5,-0.010000000000000009,-0.35,-0.09999999999999998
1430,1430,0,8.0,6.0,-1.5300000000000002,-0.04999999999999999,-0.46999999999999975,-0.12,-1.52,-0.38,-0.33000000000000007,-1.1
1431,1431,0,0.0,-3.0,0.7599999999999998,0.010000000000000009,1.4700000000000002,0.10000000000000003,0.09999999999999964,-0.14999999999999997,0.15000000000000002,-0.7000000000000001
1432,1432,0,-8.0,0.0,-3.45,0.0,-2.0100000000000002,0.040000000000000036,1.01,0.23,-0.3,0.1
1433,1433,0,1.0,0.0,1.8599999999999999,0.11000000000000004,-0.5599999999999996,0.010000000000000009,0.77,0.18,0.16000000000000003,0.0
1434,1434,1,4.0,2.0,-1.5900000000000003,0.04999999999999993,-1.02,0.11000000000000004,1.4900000000000002,-0.010000000000000009,0.18999999999999995,0.3
1435,1435,0,-5.0,0.0,-0.56,-0.15000000000000002,0.5300000000000002,-0.07,1.51,-0.13,0.18999999999999995,0.4
1436,1436,1,3.0,0.0,-1.91,0.0,-2.94,0.07999999999999996,1.2300000000000004,-0.06,-0.48,0.0
1437,1437,0,1.0,-1.0,0.08000000000000007,-0.040000000000000036,0.19999999999999973,-0.04999999999999993,-0.040000000000000036,0.020000000000000018,-0.20999999999999996,0.1
1438,1438,0,0.0,-2.0,-1.12,-0.02999999999999997,0.5700000000000003,-0.010000000000000009,0.20999999999999996,0.009999999999999953,-0.25999999999999995,0.09999999999999998
1439,1439,1,-2.0,-1.0,1.4500000000000002,0.0,1.42,-0.08999999999999997,-0.26,-0.48000000000000004,-0.020000000000000018,-0.29999999999999993
1440,1440,1,2.0,0.0,1.1600000000000001,-0.13,2.09,-0.08999999999999997,-0.72,-0.4,0.17999999999999994,-0.4
1441,1441,1,-3.0,-2.0,-0.14000000000000057,-0.09999999999999998,1.62,0.06,-2.7800000000000002,-0.18999999999999997,-0.2899999999999999,-0.9
1442,1442,1,14.0,12.0,2.14,0.15000000000000002,0.2999999999999998,-0.029999999999999916,-2.1199999999999997,0.72,0.09999999999999998,0.09999999999999998
1443,1443,1,8.0,3.0,0.41000000000000014,-0.07,-0.3700000000000001,0.08000000000000002,-0.53,0.21999999999999997,0.12,-0.5
1444,1444,1,4.0,0.0,0.9899999999999998,-0.019999999999999962,1.4299999999999997,0.039999999999999925,-2.02,-0.16,0.25000000000000006,-1.0
1445,1445,0,1.0,-2.0,-3.29,-0.16000000000000003,1.3199999999999998,-0.22999999999999998,-1.08,-0.25,-0.25,0.0
1446,1446,1,-4.0,1.0,-0.26000000000000023,-0.08000000000000002,-2.4,0.08999999999999997,0.7999999999999998,0.06,-0.09999999999999998,0.0
1447,1447,0,5.0,4.0,2.51,-0.020000000000000018,1.8899999999999997,-0.020000000000000018,-1.7800000000000002,0.35000000000000003,0.18,-0.09999999999999998
1448,1448,0,4.0,-4.0,1.4499999999999997,-0.09000000000000002,1.3000000000000003,0.11000000000000004,-0.16999999999999993,-0.04999999999999999,0.08999999999999997,-0.9
1449,1449,0,0.0,1.0,1.4200000000000004,-0.23000000000000004,12.64,-0.22999999999999998,-2.27,-0.55,-0.64,-0.4
1450,1450,0,6.0,2.0,0.8500000000000005,-0.040000000000000036,1.2100000000000004,-0.06999999999999995,0.14,0.41999999999999993,-0.18999999999999995,0.0
1451,1451,1,-2.0,0.0,-0.16999999999999993,-0.08999999999999997,-0.06999999999999984,-0.08999999999999997,2.41,-0.14999999999999997,-0.04999999999999993,-0.09999999999999998
1452,1452,1,-2.0,-3.0,-0.94,-0.020000000000000018,-0.3700000000000001,0.0,0.07999999999999985,-0.09000000000000002,-0.17999999999999994,0.0
1453,1453,0,5.0,1.0,1.8000000000000003,-0.14999999999999997,3.12,-0.039999999999999925,-2.94,0.07,0.38999999999999996,-1.2999999999999998
1454,1454,1,5.0,4.0,1.25,-0.020000000000000018,0.6600000000000001,0.03999999999999998,-1.52,0.0,-0.08999999999999997,0.0
1455,1455,1,-2.0,-2.0,-1.2800000000000002,-0.010000000000000009,0.41000000000000014,-0.050000000000000044,4.43,0.32,0.05999999999999994,0.7
1456,1456,1,3.0,3.0,1.21,0.019999999999999962,0.040000000000000036,-0.12000000000000005,-1.52,0.21000000000000002,-0.040000000000000036,1.0
1457,1457,1,2.0,1.0,-0.35000000000000053,0.010000000000000009,-0.3999999999999999,-0.04999999999999993,-0.64,-0.22999999999999998,-0.010000000000000009,0.2
1458,1458,1,-5.0,-5.0,-1.79,-0.050000000000000044,0.6699999999999999,-0.12,0.45999999999999996,-0.16999999999999998,-0.19000000000000006,-0.2
1459,1459,1,-1.0,1.0,-0.009999999999999787,-0.21000000000000002,1.2699999999999996,-0.010000000000000009,0.1499999999999999,-0.42000000000000004,-0.030000000000000027,-0.20000000000000007
1460,1460,0,-3.0,-2.0,-1.15,-0.22000000000000003,3.2299999999999995,-0.08999999999999997,-2.3,-0.09000000000000002,-0.4,0.29999999999999993
1461,1461,1,-4.0,0.0,0.16999999999999993,-0.010000000000000009,-0.6399999999999997,0.050000000000000044,0.020000000000000018,0.009999999999999953,-0.020000000000000018,-1.1
1462,1462,0,4.0,2.0,0.7399999999999998,-0.010000000000000009,0.69,-0.050000000000000044,-1.35,-0.26,-0.06000000000000005,0.3
1463,1463,1,2.0,3.0,0.41999999999999993,-0.030000000000000027,-0.47000000000000064,-0.010000000000000009,-0.7200000000000001,-0.18,0.12,0.0
1464,1464,1,-1.0,0.0,-3.78,0.05999999999999994,-2.19,-0.010000000000000009,1.96,0.14,0.16000000000000003,0.8
1465,1465,0,5.0,3.0,0.6299999999999999,0.0,-1.1099999999999999,0.11999999999999994,2.6000000000000005,0.19,0.34,0.8999999999999999
1466,1466,0,7.0,0.0,1.6100000000000003,-0.08000000000000002,-1.62,0.13000000000000006,-0.15,-0.33,-0.15000000000000002,0.1
1467,1467,1,-5.0,-8.0,-0.5999999999999996,-0.040000000000000036,-1.5199999999999998,0.020000000000000018,3.25,0.37,0.33,-1.2
1468,1468,1,-4.0,0.0,0.4300000000000006,-0.040000000000000036,-1.3300000000000005,0.020000000000000018,-2.5500000000000003,-0.07999999999999996,-0.69,-0.4
1469,1469,0,-3.0,-6.0,-1.7199999999999998,0.040000000000000036,1.3899999999999997,-0.12999999999999995,1.85,0.62,0.0,-0.09999999999999998
1470,1470,1,1.0,-5.0,1.54,-0.14999999999999997,-2.9899999999999993,0.04999999999999999,-1.81,-0.19,-0.42000000000000004,0.0
1471,1471,1,-2.0,-3.0,1.6100000000000003,0.0,0.97,-0.21000000000000002,2.17,0.0,0.17999999999999994,0.7
1472,1472,0,-3.0,-2.0,-0.9900000000000002,-0.14,-0.9099999999999997,0.04999999999999993,0.16000000000000003,-0.12999999999999998,0.019999999999999907,0.19999999999999998
1473,1473,1,0.0,-1.0,0.21999999999999975,-0.12999999999999995,1.02,0.0,1.51,0.35,-0.06,1.5
1474,1474,0,3.0,0.0,0.6800000000000002,0.08000000000000002,0.3899999999999997,0.030000000000000027,1.2799999999999998,0.17,-0.040000000000000036,-0.2
1475,1475,0,3.0,2.0,-3.3099999999999996,-0.010000000000000009,-0.3899999999999997,-0.020000000000000018,0.45,1.0,-0.16000000000000003,0.9
1476,1476,1,-4.0,1.0,0.5700000000000003,0.050000000000000044,-0.6800000000000002,-0.08000000000000002,0.8600000000000001,-0.15000000000000002,0.1499999999999999,1.7999999999999998
1477,1477,1,-4.0,-3.0,1.1899999999999995,-0.07999999999999996,1.5,0.04999999999999999,1.35,0.26,0.040000000000000036,0.5
1478,1478,1,1.0,-1.0,-0.6499999999999999,0.04999999999999999,-0.9900000000000002,0.0,1.52,0.44,-0.32999999999999996,1.7
1479,1479,1,3.0,0.0,0.5099999999999998,-0.13,-0.77,0.019999999999999907,1.08,0.08000000000000002,0.17999999999999994,-0.2
1480,1480,0,-3.0,-3.0,-0.33999999999999986,-0.09000000000000002,-0.5800000000000001,0.10999999999999999,-0.51,0.3,0.030000000000000027,0.30000000000000004
1481,1481,0,-4.0,-1.0,1.5299999999999998,0.04999999999999999,1.0299999999999998,0.05999999999999994,-0.8200000000000001,0.0,0.12,-0.3
1482,1482,1,2.0,3.0,0.6099999999999999,-0.04999999999999999,-0.8600000000000003,0.08999999999999997,1.74,0.34,-0.27,2.3
1483,1483,0,1.0,2.0,1.6500000000000004,-0.11000000000000004,2.78,-0.15000000000000002,0.17000000000000004,0.25,0.0,-0.5
1484,1484,1,-6.0,-1.0,-1.9200000000000004,-0.04999999999999999,-2.5200000000000005,0.06000000000000005,-3.19,-0.26999999999999996,-0.62,0.5
1485,1485,1,0.0,5.0,1.4700000000000002,0.07000000000000006,0.7599999999999998,-0.039999999999999925,3.9499999999999993,-0.040000000000000036,-0.09999999999999998,-0.30000000000000004
1486,1486,1,2.0,2.0,1.62,0.009999999999999953,0.010000000000000231,0.10000000000000003,-0.9100000000000001,-0.19,0.08000000000000007,0.9
1487,1487,1,7.0,4.0,-0.54,0.04999999999999999,-0.20000000000000018,-0.029999999999999916,-0.75,-0.26,-0.06000000000000005,0.1
1488,1488,0,4.0,1.0,-1.29,0.03999999999999998,-2.6999999999999997,-0.03999999999999998,0.57,0.26,-0.04999999999999993,0.0
1489,1489,1,0.0,-2.0,0.9800000000000004,0.030000000000000027,1.3399999999999999,0.050000000000000044,-2.72,0.13,-0.22999999999999998,-0.6
1490,1490,0,0.0,-2.0,0.009999999999999787,-0.08000000000000002,1.0100000000000002,-0.030000000000000027,-0.9200000000000002,-0.15000000000000002,-0.010000000000000009,-0.5
1491,1491,1,-1.0,0.0,0.27999999999999936,0.09000000000000002,-1.9200000000000004,0.0,0.95,0.19,-0.09999999999999998,0.3
1492,1492,1,-3.0,-1.0,-1.1400000000000001,0.010000000000000009,-2.4499999999999997,0.11999999999999994,0.19,-0.15000000000000002,0.56,0.2
1493,1493,0,0.0,1.0,-4.539999999999999,-0.22000000000000003,0.04999999999999982,-0.05999999999999994,-0.09999999999999987,-0.11000000000000001,-0.39999999999999997,-0.6
1494,1494,1,1.0,0.0,0.3600000000000003,0.04999999999999999,-2.9499999999999997,0.04999999999999993,2.17,0.010000000000000009,0.08999999999999997,0.4
1495,1495,1,3.0,3.0,5.85,0.16000000000000003,-0.6200000000000001,0.12,0.72,0.75,0.83,0.2
1496,1496,0,2.0,2.0,1.5500000000000003,-0.08000000000000007,3.1900000000000004,-0.020000000000000018,-6.03,-0.35000000000000003,-0.2,0.3
1497,1497,0,3.0,4.0,0.43000000000000016,-0.10000000000000003,2.8299999999999996,-0.06,-4.95,0.33,0.45,-0.10000000000000003
1498,1498,1,1.0,1.0,0.5300000000000002,-0.04999999999999999,0.96,-0.040000000000000036,-3.08,0.10999999999999999,0.039999999999999925,0.2
1499,1499,1,-2.0,-2.0,-0.71,-0.12000000000000005,-0.8599999999999999,0.0,3.08,0.44,0.07000000000000006,0.8
1500,1500,0,-5.0,-5.0,-0.6399999999999997,0.040000000000000036,1.0299999999999998,-0.22999999999999998,1.57,0.24000000000000002,-0.18000000000000005,0.4
1501,1501,0,1.0,0.0,-0.9199999999999999,0.020000000000000018,-0.7900000000000005,-0.04999999999999993,0.75,-0.34,0.030000000000000027,0.2
1502,1502,0,-4.0,-1.0,2.96,0.08000000000000002,1.2399999999999998,0.019999999999999962,-2.68,0.11000000000000004,0.020000000000000018,-0.2
1503,1503,1,1.0,1.0,0.06999999999999984,0.10999999999999999,-0.4900000000000002,-0.010000000000000009,-0.5700000000000001,-0.03999999999999998,0.29999999999999993,0.3999999999999999
1504,1504,0,0.0,0.0,-0.5100000000000002,-0.09000000000000002,-0.20000000000000018,0.06,-1.6099999999999999,-0.25,0.24,-1.2
1505,1505,0,-2.0,-1.0,-2.12,0.020000000000000018,1.7699999999999996,0.02999999999999997,2.69,0.58,0.29999999999999993,1.2999999999999998
1506,1506,1,4.0,3.0,1.42,0.07999999999999996,0.3699999999999992,-0.050000000000000044,0.27,0.21999999999999997,-0.06000000000000005,0.10000000000000009
1507,1507,0,-5.0,1.0,-1.3900000000000001,-0.030000000000000027,-2.6799999999999997,0.1499999999999999,-0.77,-0.14999999999999997,0.14,-0.1
1508,1508,1,2.0,-3.0,1.8200000000000003,-0.030000000000000027,-1.0300000000000002,0.06000000000000005,-0.36,-0.66,-0.06999999999999995,-0.5
1509,1509,1,6.0,2.0,-1.3900000000000006,0.16000000000000003,-2.91,0.040000000000000036,-0.21,-0.25,0.06999999999999995,0.1
1510,1510,1,2.0,-1.0,2.1399999999999997,0.09999999999999998,-0.08999999999999986,0.08000000000000002,0.019999999999999907,0.16999999999999998,-0.2,-1.0
1511,1511,1,2.0,-3.0,1.02,-0.15000000000000002,-1.8,-0.12,2.9199999999999995,0.30999999999999994,0.75,1.8
1512,1512,0,-10.0,-5.0,-1.5,-0.04999999999999999,-1.7999999999999998,-0.030000000000000027,6.2,0.12,0.43999999999999995,0.6000000000000001
1513,1513,1,2.0,1.0,-2.09,-0.04999999999999999,-3.16,-0.13000000000000006,-2.2700000000000005,-0.22999999999999998,-0.36,1.0
1514,1514,1,2.0,0.0,-2.9299999999999997,-0.2,-0.06999999999999984,-0.2,0.06000000000000005,0.37,0.27999999999999997,-0.3
1515,1515,0,2.0,2.0,1.08,-0.11000000000000004,-0.020000000000000018,0.10999999999999999,-0.030000000000000027,0.12,0.040000000000000036,-0.9999999999999999
1516,1516,1,-1.0,1.0,1.1600000000000001,0.12000000000000005,-2.0299999999999994,0.07,1.02,-0.48,0.09999999999999998,0.8
1517,1517,0,-6.0,-2.0,0.7700000000000005,-0.009999999999999953,1.7800000000000002,0.030000000000000027,1.16,0.21,0.09999999999999998,-1.4
1518,1518,1,5.0,0.0,2.25,-0.06000000000000005,1.0299999999999998,-0.05999999999999994,0.08999999999999986,-0.09000000000000002,0.20000000000000007,-0.3
1519,1519,0,-1.0,0.0,-2.4400000000000004,-0.020000000000000018,-0.6900000000000004,0.14,1.02,-0.03999999999999998,0.010000000000000009,0.19999999999999996
1520,1520,1,2.0,2.0,-2.539999999999999,0.10000000000000003,-8.56,0.24000000000000005,0.21,0.16,-0.30000000000000004,0.2
1521,1521,1,-3.0,1.0,1.0,0.07,0.5599999999999996,-0.03999999999999998,4.19,0.15999999999999998,0.17000000000000004,-1.3
1522,1522,1,-1.0,0.0,-0.71,0.10000000000000003,-3.47,0.08999999999999997,0.8500000000000001,-0.04999999999999999,0.0,0.6
1523,1523,0,6.0,1.0,0.3899999999999997,-0.08999999999999997,-1.4900000000000002,0.2,-0.41,-0.11,0.02999999999999997,-0.5
1524,1524,0,-5.0,-5.0,-0.6900000000000004,0.06,-0.6200000000000001,0.0,-0.6699999999999999,-0.21,-0.38,0.20000000000000007
1525,1525,1,-2.0,-1.0,0.8399999999999999,-0.02999999999999997,3.25,-0.06999999999999995,0.18000000000000002,-0.040000000000000036,0.020000000000000018,-0.1
1526,1526,1,0.0,-1.0,-0.2400000000000002,-0.010000000000000009,-1.5700000000000003,-0.020000000000000018,0.62,-0.16999999999999998,-0.06999999999999995,0.6
1527,1527,1,1.0,4.0,1.83,-0.13,-0.20999999999999996,-0.030000000000000027,-2.15,0.15000000000000002,-0.06,0.19999999999999996
1528,1528,1,4.0,5.0,0.23000000000000043,-0.03999999999999998,-0.03999999999999915,0.06999999999999995,-0.10999999999999999,-0.12000000000000002,-0.07999999999999996,0.19999999999999998
