,Winner,Loser,Red,Blue,Knockdowns (R),Knockdowns (B),Significant Strikes (R),Significant Strikes (B),Significant Strikes Percentage (R),Significant Strikes Percentage (B),Total Strikes (R),Total Strikes (B),Takedowns (R),Takedowns (B),Takedowns Percentage (R),Takedowns Percentage (B),Submission Attempts (R),Submission Attempts (B),Reversals (R),Reversals (B),Control Time (seconds) (R),Control Time (seconds) (B)
143,0,1, Yizha,Gabriel Santos,0.0,1.0,41.0,76.0,0.44,0.67,96.0,110.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,395.0
144,1,0,Jaqueline Amorim,Vanessa Demopoulos,0.0,0.0,2.0,2.0,0.66,0.33,12.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,185.0,0.0
145,1,0,Andre Petroski,Dylan Budka,0.0,0.0,23.0,17.0,0.5,0.32,78.0,23.0,3.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,560.0,0.0
146,0,1,Zygimantas Ramaska,Nathan Fletcher,0.0,0.0,6.0,14.0,0.6,0.7,12.0,40.0,0.0,4.0,0.0,0.66,1.0,1.0,2.0,0.0,111.0,190.0
147,0,1,Jared Cannonier,Caio Borralho,0.0,1.0,83.0,153.0,0.32,0.6,83.0,156.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,119.0
148,0,1,Angela Hill,Tabatha Ricci,0.0,0.0,112.0,101.0,0.51,0.42,140.0,140.0,0.0,3.0,0.0,0.75,0.0,0.0,0.0,0.0,10.0,304.0
149,0,1,Robert Valentin,Ryan Loder,0.0,0.0,1.0,42.0,0.5,0.8,5.0,63.0,0.0,1.0,0.0,0.33,2.0,1.0,1.0,1.0,98.0,285.0
150,0,1,Kaan Ofli,Mairon Santos,0.0,1.0,12.0,31.0,0.42,0.46,19.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,2.0
151,0,1,Neil Magny,Michael Morales,0.0,1.0,5.0,34.0,0.45,0.85,13.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,76.0
152,0,1,Edmen Shahbazyan,Gerald Meerschaert,0.0,0.0,48.0,21.0,0.42,0.47,48.0,31.0,0.0,1.0,0.0,0.16,0.0,1.0,0.0,0.0,141.0,21.0
153,0,1,Dennis Buzukja,Francis Marshall,0.0,1.0,66.0,57.0,0.45,0.38,76.0,82.0,0.0,1.0,0.0,0.16,0.0,0.0,0.0,0.0,8.0,326.0
154,1,0,Zachary Reese,Jose Daniel Medina,0.0,0.0,75.0,32.0,0.58,0.43,101.0,53.0,5.0,1.0,0.55,0.5,1.0,0.0,1.0,0.0,357.0,72.0
155,1,0,Viacheslav Borshchev,James Llontop,0.0,0.0,96.0,93.0,0.41,0.37,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
156,1,0,Jacqueline Cavalcanti,Josiane Nunes,0.0,0.0,91.0,52.0,0.53,0.33,91.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
157,1,0,Wang Cong,Victoria Leonardo,1.0,0.0,10.0,1.0,0.38,0.11,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
158,1,0,Dricus Du Plessis,Israel Adesanya,0.0,0.0,90.0,97.0,0.45,0.47,99.0,105.0,4.0,0.0,0.44,0.0,2.0,0.0,0.0,1.0,219.0,9.0
159,1,0,Kai Kara-France,Steve Erceg,2.0,0.0,18.0,9.0,0.35,0.31,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
160,0,1,Mateusz Gamrot,Dan Hooker,0.0,0.0,64.0,65.0,0.49,0.45,88.0,82.0,5.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,299.0,88.0
161,0,1,Tai Tuivasa,Jairzinho Rozenstruik,0.0,0.0,37.0,91.0,0.29,0.49,37.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
162,0,1,Li Jingliang,Carlos Prates,0.0,3.0,41.0,55.0,0.36,0.65,41.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0
163,0,1,Junior Tafa,Valter Walker,0.0,0.0,5.0,4.0,0.62,1.0,10.0,20.0,0.0,2.0,0.0,0.66,0.0,1.0,0.0,0.0,0.0,234.0
164,0,1,Josh Culibao,Ricardo Ramos,1.0,0.0,70.0,27.0,0.55,0.22,92.0,39.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,90.0,249.0
165,1,0,Casey O'Neill,Luana Santos,0.0,0.0,83.0,41.0,0.43,0.42,113.0,46.0,0.0,1.0,0.0,0.2,1.0,0.0,0.0,0.0,141.0,141.0
166,1,0,Jack Jenkins,Herbert Burns,2.0,0.0,73.0,24.0,0.57,0.3,98.0,45.0,0.0,2.0,0.0,0.22,0.0,0.0,0.0,0.0,164.0,114.0
167,1,0,Tom Nolan,Alex Reyes,0.0,0.0,84.0,69.0,0.47,0.49,104.0,89.0,0.0,2.0,0.0,0.4,1.0,0.0,0.0,0.0,22.0,256.0
168,1,0,Song Kenan,Ricky Glenn,0.0,0.0,87.0,40.0,0.51,0.4,113.0,67.0,1.0,2.0,0.2,0.13,0.0,0.0,0.0,0.0,48.0,212.0
169,0,1,Stewart Nicoll,Jesus Aguilar,0.0,0.0,8.0,3.0,0.47,0.6,15.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,124.0,16.0
170,0,1,Marcin Tybura,Serghei Spivac,0.0,0.0,0.0,3.0,0.0,0.6,9.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,43.0,34.0
171,0,1,Damon Jackson,Chepe Mariscal,0.0,0.0,32.0,73.0,0.65,0.73,49.0,218.0,1.0,5.0,0.2,0.71,0.0,0.0,1.0,2.0,258.0,511.0
172,1,0,Danny Barlow,Nikolay Veretennikov,0.0,0.0,47.0,50.0,0.47,0.54,52.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,9.0
173,1,0,Chris Gutierrez,Quang Le,0.0,0.0,59.0,16.0,0.75,0.23,69.0,32.0,0.0,2.0,0.0,0.18,0.0,0.0,0.0,0.0,12.0,245.0
174,1,0,Yana Santos,Chelsea Chandler,1.0,0.0,94.0,56.0,0.69,0.45,135.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,161.0
175,1,0,Toshiomi Kazama,Charalampos Grigoriou,0.0,1.0,2.0,26.0,0.4,0.68,67.0,36.0,1.0,0.0,0.11,0.0,1.0,0.0,1.0,0.0,259.0,124.0
176,1,0,Karol Rosa,Pannie Kianzad,0.0,0.0,117.0,92.0,0.6,0.5,140.0,138.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,264.0,0.0
177,1,0,Jhonata Diniz,Karl Williams,0.0,0.0,59.0,29.0,0.57,0.34,63.0,49.0,0.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,159.0
178,1,0,Youssef Zalal,Jarno Errens,0.0,0.0,10.0,6.0,0.83,0.23,10.0,7.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,68.0,0.0
179,1,0,Stephanie Luciano,Talita Alencar,1.0,0.0,72.0,41.0,0.41,0.27,87.0,45.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,70.0,38.0
180,0,1,Cory Sandhagen,Umar Nurmagomedov,0.0,0.0,71.0,98.0,0.44,0.52,80.0,123.0,0.0,5.0,0.0,0.38,0.0,0.0,0.0,0.0,12.0,311.0
181,1,0,Shara Magomedov,Michal Oleksiejczuk,0.0,0.0,97.0,77.0,0.54,0.52,123.0,94.0,0.0,3.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,159.0
182,0,1,Marlon Vera,Deiveson Figueiredo,0.0,1.0,52.0,45.0,0.44,0.5,67.0,59.0,0.0,2.0,0.0,0.14,0.0,0.0,0.0,0.0,8.0,150.0
183,0,1,Tony Ferguson,Michael Chiesa,0.0,0.0,10.0,4.0,0.55,0.16,10.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,34.0
184,1,0,Mackenzie Dern,Loopy Godinez,0.0,0.0,72.0,67.0,0.35,0.45,103.0,72.0,2.0,2.0,0.4,0.66,0.0,1.0,0.0,1.0,165.0,101.0
185,1,0,Joel Alvarez,Elves Brener,1.0,0.0,95.0,45.0,0.67,0.46,114.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,22.0
186,1,0,Azamat Murzakanov,Alonzo Menifield,1.0,0.0,45.0,15.0,0.52,0.2,48.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,51.0
187,0,1,Mohammad Yahya,Kaue Fernandes,0.0,1.0,4.0,37.0,0.22,0.58,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
188,1,0,Shamil Gaziev,Don'Tale Mayes,0.0,0.0,31.0,27.0,0.67,0.46,89.0,57.0,2.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,718.0,0.0
189,1,0,Guram Kutateladze,Jordan Vucenic,0.0,1.0,30.0,34.0,0.44,0.4,87.0,81.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,245.0,272.0
190,0,1,Viktoriia Dudakova,Sam Hughes,0.0,0.0,61.0,97.0,0.42,0.5,104.0,139.0,3.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,278.0,134.0
191,1,0,Jai Herbert,Rolando Bedoya,1.0,0.0,82.0,67.0,0.46,0.33,89.0,71.0,2.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,33.0,71.0
192,1,0,Sedriques Dumas,Denis Tiuliulin,0.0,0.0,49.0,26.0,0.55,0.37,95.0,183.0,3.0,3.0,0.3,0.6,0.0,0.0,0.0,0.0,360.0,147.0
193,0,1,Leon Edwards,Belal Muhammad,0.0,0.0,47.0,68.0,0.66,0.56,89.0,192.0,2.0,9.0,1.0,0.69,0.0,0.0,2.0,0.0,431.0,722.0
194,1,0,Tom Aspinall,Curtis Blaydes,1.0,0.0,14.0,5.0,0.73,0.45,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
195,0,1,King Green,Paddy Pimblett,0.0,0.0,15.0,8.0,0.71,0.61,15.0,10.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,34.0,0.0
196,0,1,Christian Leroy Duncan,Gregory Rodrigues,0.0,0.0,29.0,45.0,0.6,0.56,53.0,78.0,0.0,4.0,0.0,0.33,0.0,0.0,0.0,0.0,105.0,500.0
197,1,0,Arnold Allen,Giga Chikadze,0.0,0.0,61.0,38.0,0.5,0.34,61.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,1,0,Nathaniel Wood,Daniel Pineda,1.0,0.0,66.0,32.0,0.7,0.46,81.0,80.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,2.0,222.0,332.0
199,0,1,Molly McCann,Bruna Brasil,0.0,0.0,32.0,44.0,0.57,0.59,57.0,63.0,2.0,3.0,0.28,1.0,0.0,0.0,0.0,1.0,211.0,335.0
200,1,0,Jake Hadley,Caolan Loughran,0.0,0.0,81.0,66.0,0.52,0.36,107.0,68.0,0.0,1.0,0.0,0.12,0.0,0.0,0.0,0.0,7.0,107.0
201,1,0,Muhammad Mokaev,Manel Kape,0.0,0.0,30.0,20.0,0.36,0.41,47.0,34.0,3.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,131.0,4.0
202,1,0,Oban Elliott,Preston Parsons,0.0,0.0,44.0,36.0,0.35,0.38,49.0,71.0,1.0,1.0,0.5,0.11,0.0,0.0,0.0,0.0,296.0,118.0
203,1,0,Modestas Bukauskas,Marcin Prachnio,0.0,0.0,38.0,70.0,0.5,0.5,56.0,120.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,331.0,9.0
204,1,0,Sam Patterson,Kiefer Crosbie,0.0,0.0,9.0,9.0,0.34,0.56,13.0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,56.0,15.0
205,1,0,Mick Parkin,Lukasz Brzeski,1.0,0.0,34.0,24.0,0.65,0.57,34.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
206,1,0,Shauna Bannon,Alice Ardelean,0.0,0.0,77.0,57.0,0.45,0.54,151.0,80.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,10.0,354.0
207,0,1,Amanda Lemos,Virna Jandiroba,0.0,0.0,2.0,2.0,0.22,0.25,5.0,20.0,0.0,1.0,0.0,0.2,1.0,4.0,1.0,1.0,51.0,387.0
208,1,0,Steve Garcia,SeungWoo Choi,1.0,0.0,15.0,9.0,0.55,0.6,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0
209,1,0,Kurt Holobaugh,Kaynan Kruschewsky,0.0,0.0,92.0,89.0,0.53,0.57,171.0,115.0,1.0,3.0,0.25,1.0,0.0,2.0,1.0,0.0,321.0,167.0
210,0,1,Cody Durden,Bruno Silva,0.0,1.0,28.0,42.0,0.44,0.57,31.0,45.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,155.0,23.0
211,1,0,Dooho Choi,Bill Algeo,0.0,0.0,21.0,17.0,0.6,0.34,32.0,38.0,2.0,2.0,0.66,0.66,3.0,0.0,0.0,1.0,93.0,189.0
212,0,1,JeongYeong Lee,Hyder Amil,0.0,0.0,4.0,42.0,0.4,0.66,4.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
213,0,1,Brian Kelleher,Cody Gibson,0.0,0.0,2.0,13.0,0.16,0.54,2.0,18.0,0.0,2.0,0.0,0.4,0.0,1.0,0.0,0.0,5.0,158.0
214,1,0,Miranda Maverick,Dione Barbosa,0.0,0.0,30.0,21.0,0.34,0.4,102.0,47.0,2.0,1.0,0.4,0.5,0.0,1.0,0.0,0.0,487.0,49.0
215,0,1,Loik Radzhabov,Trey Ogden,0.0,0.0,42.0,24.0,0.48,0.51,97.0,116.0,0.0,4.0,0.0,0.8,0.0,2.0,0.0,0.0,96.0,587.0
216,1,0,Luana Carolina,Lucie Pudilova,0.0,0.0,94.0,43.0,0.56,0.37,114.0,62.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,41.0,125.0
217,0,1,Mohammed Usman,Thomas Petersen,0.0,0.0,63.0,76.0,0.34,0.55,63.0,98.0,0.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,61.0
218,1,0,Rose Namajunas,Tracy Cortez,1.0,0.0,96.0,58.0,0.53,0.29,119.0,85.0,5.0,2.0,1.0,0.4,0.0,0.0,0.0,0.0,396.0,58.0
219,0,1,Santiago Ponzinibbio,Muslim Salikhov,0.0,0.0,41.0,46.0,0.35,0.38,42.0,69.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,149.0,0.0
220,0,1,Drew Dober,Jean Silva,0.0,0.0,59.0,53.0,0.4,0.48,59.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
221,1,0,Gabriel Bonfim,Ange Loosa,0.0,0.0,101.0,52.0,0.44,0.33,106.0,60.0,1.0,4.0,1.0,0.3,0.0,0.0,0.0,0.0,10.0,155.0
222,1,0,Julian Erosa,Christian Rodriguez,0.0,0.0,35.0,33.0,0.39,0.44,39.0,33.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,41.0,19.0
223,0,1,Abdul Razak Alhassan,Cody Brundage,0.0,0.0,23.0,1.0,0.76,0.5,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0
224,0,1,Joshua Van,Charles Johnson,0.0,1.0,67.0,88.0,0.5,0.46,72.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,34.0
225,1,0,Jasmine Jasudavicius,Fatima Kline,0.0,0.0,40.0,39.0,0.44,0.48,93.0,48.0,4.0,1.0,0.66,1.0,1.0,0.0,0.0,0.0,468.0,52.0
226,1,0,Montel Jackson,Da'Mon Blackshear,1.0,0.0,4.0,1.0,0.66,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
227,1,0,Luana Santos,Mariya Agapova,0.0,0.0,2.0,3.0,0.5,0.21,9.0,20.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,143.0,0.0
228,0,1,Josh Fremd,Andre Petroski,0.0,0.0,16.0,12.0,0.66,0.66,60.0,30.0,0.0,3.0,0.0,0.75,0.0,1.0,0.0,0.0,13.0,770.0
229,1,0,Evan Elder,Darrius Flowers,0.0,0.0,45.0,24.0,0.52,0.4,61.0,26.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,121.0,28.0
230,1,0,Alex Pereira,Jiri Prochazka,2.0,0.0,38.0,7.0,0.76,0.28,49.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,71.0
231,0,1,Dan Ige,Diego Lopes,0.0,0.0,42.0,49.0,0.54,0.49,67.0,90.0,0.0,1.0,0.0,0.33,0.0,1.0,0.0,0.0,99.0,246.0
232,0,1,Anthony Smith,Roman Dolidze,0.0,0.0,51.0,100.0,0.54,0.54,51.0,103.0,0.0,1.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,213.0
233,0,1,Mayra Bueno Silva,Macy Chiasson,0.0,0.0,46.0,50.0,0.77,0.58,53.0,64.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,79.0,108.0
234,1,0,Ian Machado Garry,Michael Page,0.0,0.0,19.0,21.0,0.48,0.55,65.0,52.0,2.0,0.0,0.4,0.0,2.0,0.0,0.0,0.0,449.0,112.0
235,1,0,Joe Pyfer,Marc-Andre Barriault,1.0,0.0,8.0,0.0,0.8,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,0,1,Cub Swanson,Andre Fili,0.0,0.0,62.0,67.0,0.55,0.45,90.0,70.0,0.0,2.0,0.0,0.18,0.0,0.0,0.0,0.0,29.0,230.0
237,0,1,Charles Jourdain,Jean Silva,0.0,2.0,23.0,34.0,0.5,0.61,24.0,35.0,3.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,77.0,9.0
238,1,0,Payton Talbott,Yanis Ghemmouri,1.0,0.0,13.0,1.0,1.0,0.5,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
239,0,1,Michelle Waterson-Gomez,Gillian Robertson,0.0,0.0,21.0,77.0,0.4,0.73,41.0,122.0,1.0,2.0,1.0,0.33,0.0,2.0,0.0,0.0,19.0,754.0
240,0,1,Andrei Arlovski,Martin Buday,0.0,0.0,74.0,54.0,0.62,0.64,98.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,160.0
241,1,0,Rei Tsuruya,Carlos Hernandez,0.0,0.0,17.0,16.0,0.53,0.5,62.0,26.0,3.0,1.0,0.37,0.5,0.0,0.0,0.0,0.0,379.0,269.0
242,0,1,Ricky Simon,Vinicius Oliveira,0.0,0.0,42.0,96.0,0.43,0.4,44.0,96.0,2.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,31.0,16.0
243,1,0,Robert Whittaker,Ikram Aliskerov,1.0,0.0,14.0,5.0,0.66,0.33,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
244,0,1,Sergei Pavlovich,Alexander Volkov,0.0,0.0,46.0,83.0,0.34,0.52,46.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
245,1,0,Kelvin Gastelum,Daniel Rodriguez,0.0,0.0,112.0,127.0,0.47,0.47,123.0,132.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0
246,1,0,Shara Magomedov,Antonio Trocoli,1.0,0.0,82.0,16.0,0.75,0.47,108.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,282.0
247,0,1,Johnny Walker,Volkan Oezdemir,0.0,2.0,15.0,37.0,0.45,0.55,15.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
248,1,0,Nasrat Haqparast,Jared Gordon,0.0,0.0,146.0,141.0,0.46,0.47,156.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,169.0
249,0,1,Muhammad Naimov,Felipe Lima,0.0,0.0,30.0,37.0,0.35,0.52,55.0,62.0,1.0,1.0,0.2,0.5,0.0,1.0,0.0,0.0,156.0,66.0
250,1,0,Rinat Fakhretdinov,Nicolas Dalby,0.0,0.0,68.0,66.0,0.5,0.49,99.0,123.0,5.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,377.0,237.0
251,0,1,Kyung Ho Kang,Muin Gafurov,0.0,0.0,12.0,47.0,0.34,0.66,119.0,110.0,3.0,1.0,0.27,0.33,0.0,0.0,0.0,1.0,296.0,398.0
252,1,0,Magomed Gadzhiyasulov,Brendson Ribeiro,0.0,0.0,26.0,17.0,0.66,0.48,93.0,29.0,5.0,3.0,1.0,0.5,0.0,1.0,0.0,1.0,599.0,116.0
253,0,1,Xiao Long,ChangHo Lee,0.0,0.0,68.0,84.0,0.66,0.7,135.0,173.0,2.0,2.0,0.4,0.22,0.0,0.0,0.0,0.0,379.0,108.0
254,0,1,Alex Perez,Tatsuro Taira,0.0,0.0,41.0,31.0,0.53,0.46,45.0,43.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,48.0
255,0,1,Douglas Silva de Andrade,Miles Johns,0.0,0.0,36.0,50.0,0.3,0.52,36.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0
256,0,1,Timmy Cuamba,Lucas Almeida,0.0,1.0,59.0,70.0,0.5,0.35,73.0,91.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,138.0,47.0
257,1,0,Brady Hiestand,Garrett Armfield,0.0,1.0,22.0,49.0,0.44,0.59,42.0,59.0,6.0,0.0,0.46,0.0,3.0,1.0,0.0,1.0,336.0,177.0
258,1,0,Asu Almabayev,Jose Johnson,0.0,0.0,20.0,5.0,0.68,0.23,77.0,58.0,6.0,1.0,0.54,1.0,4.0,1.0,1.0,0.0,684.0,63.0
259,0,1,Josh Quinlan,Adam Fugitt,0.0,0.0,53.0,80.0,0.42,0.39,53.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,0,1,Jimmy Flick,Nate Maness,0.0,0.0,37.0,89.0,0.49,0.52,41.0,139.0,1.0,0.0,0.12,0.0,2.0,2.0,0.0,0.0,161.0,263.0
261,0,1,Carli Judice,Gabriella Fernandes,0.0,0.0,169.0,119.0,0.52,0.5,186.0,126.0,2.0,2.0,0.5,0.25,0.0,0.0,0.0,0.0,64.0,160.0
262,0,1,Jeka Saragih,Westin Wilson,0.0,0.0,4.0,0.0,0.5,0.0,4.0,2.0,0.0,1.0,0.0,0.33,0.0,3.0,0.0,0.0,53.0,35.0
263,1,0,Melquizael Costa,Shayilan Nuerdanbieke,0.0,0.0,16.0,6.0,0.45,0.75,76.0,20.0,2.0,4.0,1.0,0.4,2.0,1.0,1.0,2.0,180.0,386.0
264,1,0,Josefine Knutsson,Julia Polastri,0.0,0.0,124.0,64.0,0.5,0.52,145.0,86.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,43.0,274.0
265,0,1,Jared Cannonier,Nassourdine Imavov,0.0,0.0,64.0,82.0,0.58,0.61,102.0,106.0,1.0,2.0,1.0,0.66,0.0,0.0,0.0,0.0,378.0,70.0
266,1,0,Dominick Reyes,Dustin Jacoby,2.0,0.0,20.0,6.0,0.6,0.37,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
267,1,0,Raul Rosas Jr.,Ricky Turcios,0.0,0.0,3.0,7.0,0.33,0.46,25.0,64.0,4.0,0.0,0.57,0.0,1.0,1.0,1.0,0.0,349.0,52.0
268,1,0,Brunno Ferreira,Dustin Stoltzfus,1.0,0.0,24.0,18.0,0.66,0.45,27.0,20.0,0.0,1.0,0.0,0.5,0.0,2.0,0.0,0.0,10.0,91.0
269,0,1,Julian Marquez,Zachary Reese,0.0,1.0,1.0,6.0,1.0,0.66,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,0,1,Miguel Baeza,Punahele Soriano,0.0,0.0,7.0,144.0,0.58,0.82,22.0,331.0,0.0,5.0,0.0,0.83,3.0,0.0,0.0,0.0,47.0,658.0
271,0,1,Thiago Moises,Ludovit Klein,0.0,2.0,24.0,56.0,0.4,0.53,25.0,86.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,69.0,188.0
272,0,1,Charles Radtke,Carlos Prates,0.0,1.0,14.0,15.0,0.51,0.41,33.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0
273,1,0,Brad Katona,Jesse Butler,0.0,0.0,68.0,30.0,0.6,0.36,148.0,32.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0
274,0,1,Andrea Lee,Montana De La Rosa,0.0,0.0,75.0,70.0,0.49,0.38,115.0,88.0,0.0,3.0,0.0,0.5,0.0,1.0,2.0,0.0,128.0,129.0
275,0,1,John Castaneda,Daniel Marcos,0.0,1.0,60.0,98.0,0.48,0.57,68.0,101.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,132.0,57.0
276,0,1,Eduarda Moura,Denise Gomes,0.0,0.0,18.0,50.0,0.38,0.56,27.0,137.0,5.0,0.0,0.19,0.0,0.0,1.0,0.0,2.0,396.0,140.0
277,0,1,Cody Stamann,Taylor Lapilus,0.0,0.0,59.0,100.0,0.41,0.55,64.0,107.0,1.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,204.0,27.0
278,0,1,Rayanne dos Santos,Puja Tomar,0.0,0.0,84.0,95.0,0.56,0.47,86.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,11.0
279,1,0,Islam Makhachev,Dustin Poirier,0.0,0.0,88.0,74.0,0.56,0.4,147.0,104.0,5.0,0.0,0.31,0.0,2.0,0.0,0.0,0.0,623.0,30.0
280,1,0,Sean Strickland,Paulo Costa,0.0,0.0,182.0,158.0,0.45,0.59,182.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
281,1,0,Kevin Holland,Michal Oleksiejczuk,0.0,0.0,8.0,8.0,0.47,0.44,8.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,31.0
282,1,0,Niko Price,Alex Morono,0.0,0.0,108.0,96.0,0.48,0.45,138.0,111.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,217.0,56.0
283,1,0,Randy Brown,Elizeu Zaleski dos Santos,0.0,0.0,67.0,26.0,0.47,0.34,89.0,42.0,0.0,4.0,0.0,0.57,2.0,1.0,1.0,0.0,42.0,333.0
284,0,1,Cesar Almeida,Roman Kopylov,0.0,1.0,58.0,41.0,0.55,0.57,114.0,74.0,0.0,5.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,519.0
285,1,0,Jailton Almeida,Alexandr Romanov,0.0,0.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,127.0,0.0
